nct_id,title,phase,status,study_type,enrollment,lead_sponsor,sponsor_class,conditions,interventions,has_results,start_date,primary_completion,matched_term,matched_generic,attributed_term,ambiguous
NCT07779343,OBESIAL: A Prospective Interventional Real-world Study of a Multidisciplinary Obesity Management Programme,NA,RECRUITING,INTERVENTIONAL,300,"University of Health Sciences, Algeria",OTHER,Obesity Difficult Airway Airway Management|Obesity Adult Onset|Obesity and Cardiovascular Risk|Obesity Type 2 Diabetes Mellitus,Semaglutide (Wegovy) weekly injection|Behavioral Treatment|Weight loss,no,2026-01-22,2028-01-23,semaglutide,semaglutide,semaglutide,no
NCT03919929,Treating PCOS With Semaglutide vs Active Lifestyle Intervention,PHASE2|PHASE3,COMPLETED,INTERVENTIONAL,60,"University of Colorado, Denver",OTHER,PCOS|Adolescent Obesity|NAFLD,Semaglutide 3mg and 7mg [Rybelsus]|Weight loss diet,yes,2019-05-03,2023-10-03,semaglutide,semaglutide,semaglutide,no
NCT04143945,"A Study Comparing the Injection Site Pain Experience After the Injection of Semaglutide B and Semaglutide D With 2 Different Injection Pens, a Compound for the Treatment of Type 2 Diabetes and Obesity",PHASE2,COMPLETED,INTERVENTIONAL,104,Novo Nordisk A/S,INDUSTRY,"Healthy Volunteers Diabetes Mellitus, Type 2|Healthy Volunteers Overweight|Healthy Volunteers Obesity",Semaglutide (administered by DV3396 pen)|Semaglutide (administered by PDS290 pen),yes,2019-10-28,2020-01-04,semaglutide,semaglutide,semaglutide,no
NCT02845219,A Trial Investigating the Influence of Oral Semaglutide on Pharmacokinetics of Ethinylestradiol and Levonorgestrel in an Oral Contraceptive Combination Drug in Healthy Postmenopausal Females,PHASE1,COMPLETED,INTERVENTIONAL,25,Novo Nordisk A/S,INDUSTRY,"Diabetes|Diabetes Mellitus, Type 2",semaglutide|SNAC|Microgynon®,no,2016-07,2016-12,semaglutide,semaglutide,semaglutide,no
NCT06234111,Semaglutide and Physical Activity for Obesity and Multimorbidity,NA,ACTIVE_NOT_RECRUITING,OBSERVATIONAL,35,Hvidovre University Hospital,OTHER,Obesity Morbid|Multimorbidity|Obesity,"Semaglutide 2.4 mg, total diet replacement, behavioural intervention",no,2024-02-20,2026-10,semaglutide,semaglutide,semaglutide,no
NCT05322200,The POST-ACS Study,PHASE4,UNKNOWN,INTERVENTIONAL,140,Swansea Bay University Health Board,OTHER,Diabetes Mellitus|Acute Coronary Syndrome|Coronary Artery Disease,"A computerized tomography (CT) coronary angiogram|Vicorder (Skidmore medical, UK)|Blood tests for inflammation and oxidative stress markers",no,2022-08-31,2024-04-28,semaglutide,semaglutide,semaglutide,no
NCT07309094,"Clinical, Morphometric and Biochemical Effects on Adiposopathy Associated With the Use of GLP-1RA in CKD",NA,RECRUITING,OBSERVATIONAL,250,Cardenal Herrera University,OTHER,"Chronic Kidney Disease stage3|Chronic Kidney Disease stage4|Chronic Kidney Disease Stage 1|Chronic Kidney Disease Stage 2|Obesity|Diabetes Mellitus, Type 2",GLP-1 receptor agonist|SGLT2 inhibitor|Tirzepatide|Other drugs,no,2023-09-15,2027-07-31,dulaglutide;tirzepatide;liraglutide;semaglutide,dulaglutide,dulaglutide,yes
NCT07505303,MIST (Metabolic Intervention With Semaglutide and THR-β Therapy) Trial,PHASE2,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,151,Eccogene,INDUSTRY,Adult Obesity|Weight Management,ECC4703|Placebo|Semaglutide,no,2026-03-23,2026-10-15,semaglutide,semaglutide,semaglutide,no
NCT04259801,"First Research Study to Look at How Two Medicines, NNC0480-0389 and Semaglutide, Work Together in Healthy People, in People With High Body Weight and in People With Diabetes",PHASE1,COMPLETED,INTERVENTIONAL,152,Novo Nordisk A/S,INDUSTRY,"Healthy Volunteers|Overweight|Obesity|Diabetes Mellitus, Type 2",NNC0480-0389|Semaglutide|Placebo (NNC0480-0389)|Placebo (semaglutide),no,2020-02-17,2022-03-16,semaglutide,semaglutide,semaglutide,no
NCT06132477,Impact GLP-1 Agonists Following Bariatric,PHASE4,RECRUITING,INTERVENTIONAL,150,University of Missouri-Columbia,OTHER,Morbid Obesity|Metabolic Syndrome|Diabetes Mellitus|Hypertension|Obstructive Sleep Apnea of Adult,GLP-1 receptor agonist,no,2024-02-01,2028-07,semaglutide,semaglutide,semaglutide,no
NCT01686945,"Investigation on Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Multiple Doses of a Long-acting GLP-1 Analogue in Healthy Male Subjects and Male Subjects With Type 2 Diabetes",PHASE1,COMPLETED,INTERVENTIONAL,107,Novo Nordisk A/S,INDUSTRY,"Diabetes|Diabetes Mellitus, Type 2|Healthy",semaglutide|semaglutide|semaglutide|placebo|placebo,no,2012-09-19,2013-04-08,semaglutide,semaglutide,semaglutide,no
NCT06323174,A Research Study to See How Much CagriSema Lowers Blood Sugar and Body Weight Compared to Placebo in People With Type 2 Diabetes Treated With Diet and Exercise,PHASE3,COMPLETED,INTERVENTIONAL,189,Novo Nordisk A/S,INDUSTRY,Type 2 Diabetes,Cagrilintide|Semaglutide|Placebo,no,2024-03-19,2025-10-01,cagrisema;semaglutide,cagrilintide+semaglutide,cagrisema,yes
NCT06987669,Gastric Emptying in Healthy Volunteers and GLP-1 Agonist Users,NA,NOT_YET_RECRUITING,OBSERVATIONAL,155,Clinica Alemana de Santiago,OTHER,Diabetes Type 2|Obesity and Overweight,Gastric Ultrasound,no,2025-05-17,2026-12-31,semaglutide,semaglutide,semaglutide,no
NCT07229170,Changes in Taste and Eating Habits Associated With GLP-1 Agonists in Weight Loss Patients,NA,RECRUITING,OBSERVATIONAL,150,San Raffaele Telematic University,OTHER,Obesity & Overweight|Taste Alterations|Weight Loss|Eating Behavior Changes,,no,2025-12-01,2027-01-01,tirzepatide;semaglutide,tirzepatide,tirzepatide,yes
NCT07325500,Incretin Microdosing for Cardiometabolic Health in People With HIV,PHASE2,RECRUITING,INTERVENTIONAL,30,"The University of Texas Health Science Center, Houston",OTHER,Weight Gain,Dose escalation to 2 mg semaglutide weekly then semaglutide microdosing at 0.5 mg weekly|Dose escalation to 2 mg semaglutide weekly then no semaglutide,no,2026-02-12,2028-05-31,semaglutide,semaglutide,semaglutide,no
NCT04822181,Research Study on Whether Semaglutide Works in People With Non-alcoholic Steatohepatitis (NASH),PHASE3,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,1205,Novo Nordisk A/S,INDUSTRY,Non-alcoholic Steatohepatitis,Semaglutide|Placebo,no,2021-04-01,2029-04-25,semaglutide,semaglutide,semaglutide,no
NCT05227196,A Research Study Looking at the Comparability of 2 Different Forms of Oral Semaglutide in Healthy People,PHASE1,COMPLETED,INTERVENTIONAL,546,Novo Nordisk A/S,INDUSTRY,Healthy Volunteers|Type 2 Diabetes,Semaglutide D Dose 1|Semaglutide D Dose 2|Semaglutide D Dose 3|Semaglutide Dose 4|Semaglutide Dose 5|Semaglutide Dose 6,no,2022-02-04,2023-06-28,semaglutide,semaglutide,semaglutide,no
NCT04228354,A Research Study Looking at the Comparability (Bioequivalence) of Two Versions of Semaglutide,PHASE1,COMPLETED,INTERVENTIONAL,28,Novo Nordisk A/S,INDUSTRY,Healthy Volunteers|Overweight|Obesity,Semaglutide,no,2020-01-29,2020-06-01,semaglutide,semaglutide,semaglutide,no
NCT06361823,Exploratory Study on the Efficacy and Safety of Semaglutide for Idiopathic Intracranial Hypertension Treatment,PHASE3,UNKNOWN,INTERVENTIONAL,74,Capital Medical University,OTHER,Idiopathic Intracranial Hypertension,Semaglutide|Low calorie diet,no,2024-05-01,2024-12-01,semaglutide,semaglutide,semaglutide,no
NCT07090343,Semaglutide in Patients Undergoing Transcatether Aortic Valve Replacement,PHASE3,NOT_YET_RECRUITING,INTERVENTIONAL,826,Leiden University Medical Center,OTHER,Aortic Stenosis|Heart Failure,Wegovy ®|Placebo,no,2026-04-01,2030-09-01,semaglutide,semaglutide,semaglutide,no
NCT06065540,"A Research Study to See How Well CagriSema Compared to Semaglutide, Cagrilintide and Placebo Lowers Blood Sugar and Body Weight in People With Type 2 Diabetes Treated With Metformin With or Without an SGLT2 Inhibitor",PHASE3,COMPLETED,INTERVENTIONAL,2734,Novo Nordisk A/S,INDUSTRY,Type 2 Diabetes Mellitus,Cagrilintide|Semaglutide|Placebo cagrilintide|Placebo semaglutide,no,2023-09-27,2025-11-19,cagrisema;semaglutide,cagrilintide+semaglutide,cagrisema,yes
NCT06825793,Semaglutide's Weight Loss Effects in Obesity,NA,NOT_YET_RECRUITING,INTERVENTIONAL,56,Beijing Chao Yang Hospital,OTHER,Obesity,Semaglutide Subcutaneous Injection,no,2025-02-20,2026-12-31,semaglutide,semaglutide,semaglutide,no
NCT06894784,A Clinical Trial to Evaluate The Effects of Semaglutide and Empagliflozin Combined to Automated Insulin Delivery on Diabetes Control in Adults Living With Type 1 Diabetes,PHASE3,RECRUITING,INTERVENTIONAL,36,McGill University Health Centre/Research Institute of the McGill University Health Centre,OTHER,Diabetes Type 1,Intervention Period 1: Semaglutide + Empagliflozin|Intervention Period 2: Semaglutide + Empagliflozin Placebo|Intervention Period 3: Semaglutide Placebo + Empagliflozin|Intervention Period 4: Semaglutide Placebo + Empagliflozin Placebo,no,2025-04,2027-01,semaglutide,semaglutide,semaglutide,no
NCT05498610,A Research Study of How the Medicine NNC0480-0389 Taken With Semaglutide Works in the Body of Healthy Chinese Men,PHASE1,COMPLETED,INTERVENTIONAL,24,Novo Nordisk A/S,INDUSTRY,"Diabetes Mellitus, Type 2",NNC0480 0389|Semaglutide,no,2022-08-11,2022-10-12,semaglutide,semaglutide,semaglutide,no
NCT02877355,Investigation of the Effect of Upper Gastrointestinal Disease on the Pharmacokinetics of Oral Semaglutide in Subjects With Type 2 Diabetes.,PHASE1,COMPLETED,INTERVENTIONAL,55,Novo Nordisk A/S,INDUSTRY,"Diabetes|Diabetes Mellitus, Type 2",semaglutide,no,2016-08-22,2017-11-24,semaglutide,semaglutide,semaglutide,no
NCT03876015,"A Research Study Looking at How Semaglutide Works in People With Type 2 Diabetes in United Kingdom, as Part of Local Clinical Practice (SURE UK)",NA,COMPLETED,OBSERVATIONAL,215,Novo Nordisk A/S,INDUSTRY,"Diabetes Mellitus, Type 2",Semaglutide,no,2019-05-01,2020-08-12,semaglutide,semaglutide,semaglutide,no
NCT05890976,Research Study Looking at How Well Semaglutide Tablets Taken Once Daily Work in Chinese Adults Who Are Above a Healthy Weight Range (OASIS 3),PHASE3,COMPLETED,INTERVENTIONAL,200,Novo Nordisk A/S,INDUSTRY,Overweight|Obesity,Semaglutide|Semaglutide Placebo,no,2023-05-30,2025-01-16,semaglutide,semaglutide,semaglutide,no
NCT07190144,Coronary Flow Reserve Changes After Semaglutide Treatment,NA,COMPLETED,OBSERVATIONAL,122,Ekrem Bilal Karaayvaz,OTHER,The Study Focused on the Vascular Effects of Semaglutide in Both Diabetic and Non-diabetic Patients|Obesity &Amp; Overweight,,no,2025-01-07,2025-08-01,semaglutide,semaglutide,semaglutide,no
NCT05230589,"A Research Study Looking at How Oral Semaglutide Works in People With Type 2 Diabetes in Saudi Arabia, as Part of Local Clinical Practice",NA,COMPLETED,OBSERVATIONAL,194,Novo Nordisk A/S,INDUSTRY,"Diabetes Mellitus, Type 2",Oral semaglutide,no,2022-04-25,2023-03-13,semaglutide,semaglutide,semaglutide,no
NCT03015220,Safety and Efficacy of Oral Semaglutide Versus Dulaglutide Both in Combination With One OAD (Oral Antidiabetic Drug) in Japanese Subjects With Type 2 Diabetes,PHASE3,COMPLETED,INTERVENTIONAL,458,Novo Nordisk A/S,INDUSTRY,"Diabetes|Diabetes Mellitus, Type 2",Semaglutide|Dulaglutide,yes,2017-01-10,2018-07-12,dulaglutide;semaglutide,dulaglutide,dulaglutide,yes
NCT06154486,Evaluation of Gastric Content of Volunteers Fasting and Using Semaglutide: an Observational and Cross-sectional Study,NA,COMPLETED,OBSERVATIONAL,30,Hospital Israelita Albert Einstein,OTHER,"Pneumonia, Aspiration|Anesthesia",semaglutide use,no,2023-06-19,2023-06-19,semaglutide,semaglutide,semaglutide,no
NCT06041217,A Research Study to See How Well Semaglutide Helps People Who Have a Body Weight Above the Healthy Weight Range,PHASE3,COMPLETED,INTERVENTIONAL,242,Novo Nordisk A/S,INDUSTRY,Overweight|Obesity,Semaglutide|Placebo,yes,2023-09-15,2025-04-02,semaglutide,semaglutide,semaglutide,no
NCT07178145,Epicardial Adipose Tissue Composition and Heart Failure With Preserved Ejection Fraction,PHASE4,RECRUITING,INTERVENTIONAL,192,University of Virginia,OTHER,Heart Failure Preserved Ejection Fraction|Epicardial Adipose Tissue,GLP-1RA,no,2025-11-20,2029-09,semaglutide,semaglutide,semaglutide,no
NCT07107334,A Study to Estimate Early Clinical Efficacy Signals of GLP-1 Agonist Administration in Conjunction With Levonorgestrel Intrauterine Device in Obese Patients With Endometrioid Intraepithelial Neoplasia,PHASE2,RECRUITING,INTERVENTIONAL,20,University of Florida,OTHER,Endometrioid Endometrial Adenocarcinoma,Glucagon-like peptide 1 receptor agonist,no,2026-04-07,2028-11,orforglipron;tirzepatide;liraglutide;semaglutide,orforglipron,orforglipron,yes
NCT05689372,Regulatory Post Marketing Surveillance (rPMS) Study of Ozempic (Semaglutide) to Evaluate Safety and Effectiveness in Patients With Type 2 Diabetes Mellitus in Routine Clinical Practice in Korea,NA,ENROLLING_BY_INVITATION,OBSERVATIONAL,600,Novo Nordisk A/S,INDUSTRY,"Diabetes Mellitus, Type 2",Semaglutide,no,2026-02-02,2026-11-30,semaglutide,semaglutide,semaglutide,no
NCT03466567,A Trial Investigating the Effect of Probenecid and Ciclosporin on the Concentrations of SNAC in Healthy Subjects,PHASE1,COMPLETED,INTERVENTIONAL,21,Novo Nordisk A/S,INDUSTRY,"Diabetes|Diabetes Mellitus, Type 2",Semaglutide|Probenecid|Ciclosporin,no,2018-03-15,2018-07-10,semaglutide,semaglutide,semaglutide,no
NCT06975111,Focusing on the Menopausal Transition to Improve Mid-Life Women's Health,PHASE2|PHASE3,RECRUITING,INTERVENTIONAL,200,"University of Colorado, Denver",OTHER,Menopause|Menopause Hot Flashes|Menopause Related Conditions|Cardiovascular,Metformin|semaglutide|Anti-hypertensives|Lipid Lowering Medication|Life style intervention|Fezolinetant|Hormonal therapy,no,2026-03-01,2029-10-31,semaglutide,semaglutide,semaglutide,no
NCT03457012,"A Research Study Looking at How Semaglutide Works in People With Type 2 Diabetes in Canada, as Part of Local Clinical Practice",NA,COMPLETED,OBSERVATIONAL,462,Novo Nordisk A/S,INDUSTRY,"Diabetes Mellitus, Type 2",Semaglutide,no,2018-03-29,2019-12-19,semaglutide,semaglutide,semaglutide,no
NCT04865744,The Effect of Semaglutide on Pituitary Function,PHASE4,COMPLETED,INTERVENTIONAL,10,University of Tartu,OTHER,Healthy,Semaglutide 7 MG Oral Tablet|Placebo|Semaglutide 14 MG Oral Tablet,no,2021-05-19,2021-09-23,semaglutide,semaglutide,semaglutide,no
NCT07619495,Injectable Semaglutide vs Dulaglutide in Individuals at Cardiovascular Risk,NA,COMPLETED,OBSERVATIONAL,120000,Brigham and Women's Hospital,OTHER,Type 2 Diabetes Mellitus|Obesity|Overweight,Semaglutide|Dulaglutide,no,2026-01-20,2026-06-01,dulaglutide;semaglutide,dulaglutide,dulaglutide,yes
NCT06057077,Semaglutide GLP1 Agonists With Degludec Basal-bolus Insulin in Early Type 1 Diabetes to Basal-bolus,PHASE1|PHASE2,UNKNOWN,INTERVENTIONAL,120,"Ministry of Health, Saudi Arabia",OTHER_GOV,Type 1 Diabetes,Semaglutide weekly injection,no,2024-01-01,2024-12-31,semaglutide,semaglutide,semaglutide,no
NCT07251556,GLP-1 Receptor Agonists in Non-diabetic Patients With Psoriatic Arthritis,PHASE4,NOT_YET_RECRUITING,INTERVENTIONAL,40,Chinese University of Hong Kong,OTHER,Psoriasis Arthritis,Semaglutide 0.5 mg|Semaglutide 1.0 mg|Semaglutide 0.25 mg|No intervention,no,2025-12-01,2027-01-01,semaglutide,semaglutide,semaglutide,no
NCT06797869,A Research Study to Investigate the Effects of CagriSema Compared to Placebo in People With Type 2 Diabetes and Painful Diabetic Peripheral Neuropathy,PHASE2,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,142,Novo Nordisk A/S,INDUSTRY,"Diabetes Mellitus, Type 2|Diabetic Peripheral Neuropathy",CagriSema (Cagrilintide B and Semaglutide I)|Placebo matched to CagriSema (Cagrilintide B and Semaglutide I),no,2025-01-29,2026-08-21,cagrisema;semaglutide,cagrilintide+semaglutide,cagrisema,yes
NCT05925959,Preoperative Weight Loss for Open Abdominal Wall Reconstruction,NA,RECRUITING,INTERVENTIONAL,258,Benjamin T. Miller,OTHER,Abdominal Wall Hernia,Preoperative Weight Management Program,no,2023-06-19,2027-06-01,liraglutide;semaglutide,liraglutide,liraglutide,yes
NCT06613854,Effect of Early Combination Antihyperglycemic Treatment on Metabolic Control in Individuals With Type 2 Diabetes,PHASE4,RECRUITING,INTERVENTIONAL,90,University Medical Centre Ljubljana,OTHER,Type 2 Diabetes Mellitus (T2DM),Oral semaglutide|Empagliflozin 10 mg,no,2024-10-01,2027-09,semaglutide,semaglutide,semaglutide,no
NCT07249554,Combination Therapy for Alcohol Use Disorder,PHASE2,NOT_YET_RECRUITING,INTERVENTIONAL,45,Johns Hopkins University,OTHER,Alcohol Use Disorder,Placebo|Glucagon-Like Peptide-1 Agonist (GLP-1)|Naltrexone (oral tablets),no,2026-09,2028-07,semaglutide,semaglutide,semaglutide,no
NCT07361874,IMPACT-MACS: Adrenalectomy vs Semaglutide for Metabolic Outcomes in Mild Autonomous Cortisol Secretion,NA,RECRUITING,INTERVENTIONAL,75,University of Texas Southwestern Medical Center,OTHER,Mild Autonomous Cortisol Secretion (MACS)|Autonomous Cortisol Secretion (ACS)|Subclinical Cushing's|Mild Autonomous Cortisol Excess,Intervention 1: Adrenalectomy|Intervention 2: Semaglutide,no,2026-03-05,2030-05-31,semaglutide,semaglutide,semaglutide,no
NCT02461589,Dose-finding of Semaglutide Administered Subcutaneously Once Daily Versus Placebo and Liraglutide in Subjects With Type 2 Diabetes,PHASE2,COMPLETED,INTERVENTIONAL,706,Novo Nordisk A/S,INDUSTRY,"Diabetes|Diabetes Mellitus, Type 2",semaglutide|liraglutide|placebo,yes,2015-09-21,2016-10-13,liraglutide;semaglutide,liraglutide,liraglutide,yes
NCT03929679,"A Research Study Looking at How Semaglutide Works in People With Type 2 Diabetes in The Netherlands, as Part of Local Clinical Practice (SURE NETHERLANDS)",NA,COMPLETED,OBSERVATIONAL,218,Novo Nordisk A/S,INDUSTRY,"Diabetes Mellitus, Type 2",semaglutide,no,2019-05-28,2020-11-24,semaglutide,semaglutide,semaglutide,no
NCT07417618,INcreTin-based thERapies for Cardiovascular Event PrevenTion in Patients With and Without ASCVD (INTERCEPT-ASCVD),NA,COMPLETED,OBSERVATIONAL,60000,Brigham and Women's Hospital,OTHER,Type 2 Diabetes|Overweight|ASCVD,Dulaglutide|Semaglutide|Tirzepatide|Sitagliptin,no,2026-01-27,2026-06-19,dulaglutide;tirzepatide;semaglutide,dulaglutide,dulaglutide,yes
NCT05443568,"A Research Study Looking at How Oral Semaglutide Works in People With Type 2 Diabetes in Israel, as Part of Local Clinical Practice",NA,COMPLETED,OBSERVATIONAL,155,Novo Nordisk A/S,INDUSTRY,"Diabetes Mellitus, Type 2",Oral semaglutide,no,2023-03-09,2024-11-16,semaglutide,semaglutide,semaglutide,no
NCT05819853,Role of Semaglutide in Restoring Ovulation in Youth and Adults With Polycystic Ovary Syndrome,PHASE3,RECRUITING,INTERVENTIONAL,80,"University of Colorado, Denver",OTHER,PCOS (Polycystic Ovary Syndrome) of Bilateral Ovaries|Obese,Semaglutide Injectable Product (Wegovy and/or Ozempic),no,2023-11-03,2028-02-01,semaglutide,semaglutide,semaglutide,no
NCT07280403,Effect of a Low-carbohydrate Diet on Weight Loss in People Using the Injectable GLP-1 Agonist Semaglutide for Weight Loss,NA,COMPLETED,INTERVENTIONAL,60,INQUIS Clinical Research,INDUSTRY,Weight Loss,Low Carbohydrate|Low Fat,no,2024-09-12,2025-10-14,semaglutide,semaglutide,semaglutide,no
NCT06982859,A Study to Evaluate the Effect of Retatrutide on Insulin Secretion and Insulin Sensitivity in Adult Participants With Type 2 Diabetes Mellitus,PHASE1,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,95,Eli Lilly and Company,INDUSTRY,Diabetes Mellitus|Insulin Sensitivity,Retatrutide|Semaglutide|Placebo,no,2025-06-02,2026-12,retatrutide;semaglutide,retatrutide,retatrutide,yes
NCT07223983,Semaglutide (SEMA) for Alcohol Use Disorder (AUD) After Metabolic and Bariatric Surgery (MBS),PHASE1,RECRUITING,INTERVENTIONAL,10,Yale University,OTHER,Alcohol Use Disorder|Weight Loss|Bariatric Surgery Patients,Semaglutide 1.0 mg,no,2026-03-06,2026-10-31,semaglutide,semaglutide,semaglutide,no
